samples,RALA.1,DBN1,KRT80,CHPT1,CHPT1.1,RILPL2,RLN2,PNRC2,PNRC2.1,JAK2.1,STC2.1,IL6ST.4,STXBP3,SEC14L2,SEC14L2.1
GSM2738709,2.73664401222222,2.29920351777778,0.559258494444444,1.26695775777778,0.222035724444444,0.868951882222222,-0.149181924444444,2.01776453666667,0.71014406,0.453952011111111,0.505525473333333,1.42320020777778,2.05546931666667,0.02145199,-0.0173969466666667
GSM2738710,2.37854015,1.33706001444444,0.393825258888889,1.40991641222222,0.279388622222222,0.980438842222222,-0.254543954444444,2.20468930888889,0.90213118,0.644891791111111,0.177438203333333,1.74739278888889,1.57158853,-0.101477286666667,-0.125776856666667
GSM2738711,1.95615728222222,0.716034735555556,0.107066377777778,1.38577524888889,0.347028782222222,1.21871796111111,0.50728106,2.57876435,1.19294711,1.06606991777778,0.890274217777778,2.30009142111111,1.86818898333333,0.209315711111111,0.182325815555556
GSM2738713,2.07903171222222,0.630835045555556,0.759956217777778,1.60268688444444,0.428475077777778,1.03739188666667,0.462617116666667,2.45720825444444,1.01434701888889,0.590304197777778,2.43351446333333,2.33177884777778,1.39457498,0.126091261111111,0.0010450888888888
GSM2738715,2.24775155444444,0.981461056666667,0.0603320966666667,2.80098458222222,1.46586169444444,1.34556845888889,0.0599748777777778,2.26534764666667,1.01800438888889,1.09606836333333,2.07857069777778,2.60237802333333,2.01919494111111,1.38309679111111,1.41838169333333
GSM2738716,2.28368177333333,1.17288873,0.601207187777778,1.99087817333333,0.670633361111111,1.22484973,0.295310422222222,2.29775529333333,0.990096467777778,1.33069641555556,1.34238435666667,2.31601654111111,1.85562903666667,0.69462914,0.562694741111111
GSM2738717,2.05480868777778,1.37166035111111,0.42379789,1.61162625,0.398477892222222,0.889941697777778,0.175344788888889,1.81391040777778,0.596733107777778,0.703671931111111,0.35947826,1.30582712444444,1.80267749555556,-0.00228191,-0.160653414444444
GSM2738719,2.82764965888889,0.97945279,0.0782479855555556,1.56998305888889,0.472226212222222,1.36129759222222,0.0849643377777778,2.32441412888889,0.908908185555556,1.07101716777778,0.42003571,1.59283060777778,1.71555228222222,0.14642206,-0.0847393866666667
GSM2738721,2.17091720333333,1.12296061111111,0.85511534,1.75857623888889,0.397034594444444,1.01992199,0.42209814,2.01752146111111,0.549624377777778,0.561947947777778,0.879418087777778,1.99538835222222,1.74893665666667,0.233871635555556,-0.0234468255555555
GSM2738722,2.04859332555556,0.628946525555556,1.20525467444444,1.48657600555556,0.359827904444444,0.960633332222222,0.535249733333333,2.35293755444444,1.13654513444444,1.10620738333333,1.08706464888889,1.33266854333333,1.89082062111111,0.01550243,-0.155048951111111
GSM2738723,2.35142393777778,1.01457294222222,0.732417175555556,1.73196902222222,0.427857845555556,1.26555647666667,0.0278630088888889,2.29560500555556,0.859687583333333,0.677146478888889,0.209593595555556,1.77802141222222,1.60075384555556,0.375350351111111,0.100977788888889
GSM2738724,1.98021006666667,0.83282666,0.707381691111111,2.26481674,0.79926353,1.20005336,-0.0056989222222222,2.06721598888889,0.843620406666667,1.4616598,0.231354326666667,1.70911902777778,1.63057368,0.13392062,0.0081081666666666
GSM2738725,2.3406816,1.02244342111111,0.209936268888889,2.43653615333333,1.33931534666667,1.35005090555556,0.158428682222222,2.59378671444444,1.29725081111111,0.93316852,2.08070253888889,2.31758660777778,1.90413246444444,1.33731577555556,0.825819615555555
GSM2738726,2.43935417,1.04322577888889,0.334432892222222,1.21961716111111,0.263061718888889,0.93481324,-0.116705988888889,2.35908522666667,0.716601143333333,0.691056072222222,-0.0188411966666667,1.23196101777778,1.68805714888889,-0.0193002744444444,-0.172424962222222
GSM2738727,2.72394231333333,0.816760747777778,0.545191804444444,1.35649607444444,0.328356123333333,1.06671307777778,-0.0976612233333333,1.92956414444444,0.489744475555556,0.385002447777778,0.212902177777778,1.27571606666667,1.74229950111111,0.0280387577777778,-0.0566159411111111
GSM2738728,2.17416709444444,1.04313793222222,0.144738545555556,2.02712837777778,0.86978883,1.15966544444444,0.65098053,2.27205679666667,0.94033156,0.57250648,2.05781482444444,2.71731980777778,1.88725832777778,0.56334437,0.325611655555556
GSM2738729,2.16383786333333,1.22491350111111,0.208055251111111,2.25445934222222,1.13094063444444,1.17752470666667,0.301412007777778,2.47381193111111,1.16968422333333,0.534532417777778,1.60283363555556,2.08441486666667,1.95599252,0.61845019,0.370852021111111
GSM2738730,1.98637133444444,1.03873192555556,-0.0436488422222222,1.77333422111111,0.662670543333333,1.40552706333333,1.10290832555556,2.38823848444444,0.706628156666667,0.732426815555556,1.61796548444444,2.42940503777778,1.78075544333333,1.14254672444444,1.00243246888889
GSM2738731,2.73255851666667,1.11337710777778,0.0917814855555556,2.27067853,1.23824896333333,1.02274430444444,-0.105464712222222,2.28622550444444,0.711369636666667,0.43763612,0.372092832222222,0.874926078888889,1.78184207,-0.117928752222222,-0.196384913333333
GSM2738732,2.10471927222222,1.20160211666667,0.569264623333333,2.43390768777778,1.18328097,1.19463850555556,0.745713468888889,2.44851623,1.29491366,0.71561574,0.647578027777778,2.52612042555556,1.79861586222222,0.980796671111111,0.974497391111111
GSM2738735,1.99377325444444,1.15811834555556,0.456283076666667,2.72846415111111,1.58722817777778,1.36796060333333,0.0492694666666667,2.29087704111111,1.00434777777778,0.993251624444444,0.948006625555556,1.52096172777778,1.82701013111111,0.102184563333333,-0.103905116666667
GSM2738736,2.05245825,1.25656676111111,0.506519582222222,3.33282182444444,2.05598113888889,1.16501480111111,0.65584323,2.46558241111111,1.13783825,1.07036443888889,1.08881250222222,2.86044728333333,2.21217294,1.36566722888889,1.41063742222222
GSM2738737,2.21370992111111,1.20811390888889,0.135015368888889,2.13785750777778,0.69436587,0.970993131111111,-0.129989058888889,2.54417955777778,1.10137488333333,0.360547314444444,0.391306872222222,1.62805069555556,1.77210644666667,0.0049425988888888,-0.107673515555556
GSM2738739,2.19487183777778,0.879621537777778,0.971895982222222,1.84801012888889,0.703094153333333,0.761148241111111,0.645908351111111,2.12481048111111,0.944193886666667,0.88628308,1.36985018444444,2.15391794777778,1.84187462111111,0.0476753122222222,-0.0704832566666667
GSM2738740,2.06686067777778,1.06780911333333,0.0843285411111111,2.22805108444444,1.31353444888889,1.24131116666667,0.81844169,2.52712530777778,1.17086404666667,0.612250065555556,0.514087977777778,2.34281489111111,2.05136567444444,0.102183515555556,-0.0575697088888889
GSM2738743,2.04151683888889,0.944353035555555,0.129875118888889,2.20242453777778,1.03416805888889,1.17289368222222,0.417664982222222,2.48636642333333,1.01617543555556,0.458467018888889,1.76598361666667,2.57001799111111,1.80602824222222,1.19803153,0.719692133333333
GSM2738744,2.00179250888889,0.77943459,0.114217605555556,2.70020320222222,0.950278165555556,0.894726627777778,0.379252508888889,2.52607129222222,1.25977939222222,0.31278561,2.97548804777778,2.52707154,1.88110607888889,0.983946704444444,0.728600857777778
GSM2738745,1.96678818777778,1.27805077222222,0.164347431111111,1.88208312,0.782551402222222,1.13310018444444,0.203383212222222,2.47208118666667,1.14925339333333,0.706741254444444,1.92675613888889,2.96381257222222,1.84609306,0.15157137,0.0048593588888888
GSM2738746,2.09529963777778,1.14798281333333,0.241242623333333,1.96621432888889,1.05301588444444,0.962642353333333,-0.0828405277777778,2.30582733222222,0.963794322222222,0.417961267777778,0.0767382655555556,1.60589050888889,1.98926280777778,0.0336032877777778,-0.170815594444444
GSM2738747,2.10662349777778,0.722824214444444,0.598494421111111,2.06421633111111,0.664080436666667,1.16098256777778,0.489668712222222,2.50136538222222,1.18568119111111,0.647191645555556,2.94579517111111,2.94751045888889,2.09342999444444,0.624188046666667,0.393532048888889
GSM2738749,2.19918397666667,1.48808977666667,0.236033251111111,1.69097525444444,0.621754315555556,1.10509091111111,0.898748343333333,2.25302538222222,1.05627197,1.01857007,0.716987061111111,2.65586161222222,1.80449549111111,0.348932365555556,0.183689916666667
GSM2738750,2.29402911111111,1.81901815333333,0.534120882222222,1.27947258111111,0.218756176666667,0.984337247777778,-0.14681708,2.14075680555556,0.945920726666667,1.0321265,0.341642431111111,1.69205049555556,1.60766835666667,0.0661859288888889,-0.04892764
GSM2738752,2.05166984,1.34454680666667,0.59057983,1.90114103555556,0.397386428888889,1.14809775,-0.0752076266666667,2.38084193888889,0.949732145555556,0.770255904444444,0.745000556666667,1.83782699111111,1.87360355444444,0.130922382222222,-0.0145127722222222
GSM2738753,2.23259997333333,1.10159827555556,0.561002875555556,1.82082096555556,0.669311943333333,0.971712307777778,1.78042300222222,2.36232189777778,0.81497524,0.857209501111111,2.17093983555556,2.44526183111111,2.06064375333333,0.293840611111111,0.205887821111111
GSM2738755,2.34841449333333,1.37019908555556,0.778974501111111,2.53067392444444,1.31702284444444,1.22275114555556,0.23947376,2.12734562444444,0.735133326666667,1.47687137333333,0.601265313333333,1.35041226222222,1.70480407,-0.0791234188888889,-0.22755733
GSM2738756,2.20081648444444,1.20376090444444,0.370600118888889,1.50667109888889,0.368118145555556,1.07208333111111,0.0600160388888889,2.21074190444444,0.584168618888889,0.664871806666667,1.20749659333333,2.00182217555556,2.07289542333333,0.0607738544444444,0.0009876799999999
GSM2738757,2.34190579444444,1.30073126666667,0.281103914444444,1.44905771,0.517211047777778,0.870846491111111,-0.216313071111111,2.26034920555556,0.927520911111111,0.535250401111111,2.12319300333333,1.92432880444444,1.68822793888889,1.44952439888889,1.09642685333333
GSM2738758,1.92416855,0.885668082222222,0.334425072222222,1.82208960777778,0.451557943333333,1.20280124555556,0.160519456666667,2.32662498333333,0.958143071111111,0.422704355555556,3.03221311444444,3.24360251222222,1.81757055444444,0.38641455,0.0774222533333333
GSM2738759,2.00037912,1.10649507111111,0.224718972222222,1.61063859444444,0.757451586666667,1.26915047777778,0.08461594,2.51281811444444,1.28791561,1.54879834111111,0.0621526477777778,1.92525707777778,1.99658183111111,-0.0447384666666667,-0.109266454444444
GSM2738760,2.13172896,0.668456633333333,-0.06456173,2.81827845555556,1.41112465777778,1.08988585333333,0.300757141111111,2.76412860222222,1.25332367666667,0.568405852222222,2.14708571333333,2.76382161666667,2.01739097333333,0.525902382222222,0.294556925555556
GSM2738761,2.63784057666667,1.51007552,0.609029331111111,1.58943515666667,0.589169505555556,1.17630695666667,-0.129378568888889,2.32254965888889,1.16530527666667,0.460159027777778,0.272305926666667,1.63989321222222,1.84395040555556,0.0037048022222222,-0.0851152233333333
GSM2738763,2.06449096,1.07796328111111,0.0925659877777778,2.65147714555556,1.49125323555556,1.10922485444444,2.27068836222222,2.47855915111111,1.24983993555556,1.02480917555556,2.48116087222222,2.51480877222222,1.92114551777778,1.10023538444444,0.65993401
GSM2738764,2.04849413555556,1.03617019444444,0.0716919055555555,1.59551836777778,0.433980656666667,1.27292010222222,0.161394115555556,2.33576881222222,1.05193497888889,0.957478994444444,1.04837395222222,2.21359604777778,1.76337724,0.19575801,0.0113421177777778
GSM2738765,2.23297921777778,1.10376437666667,0.373465132222222,1.70075160888889,0.510781847777778,0.99518328,0.108747198888889,2.27807349444444,1.01389619888889,1.02025236111111,2.31608436111111,1.79710292222222,1.96951976,0.268625053333333,0.124579574444444
GSM2738767,2.37882622444444,1.33585736555556,0.630439336666667,2.11127671,0.778300467777778,1.05939465666667,-0.0951599055555556,2.51170732222222,1.12243731333333,0.687317031111111,0.304890084444444,1.82497758666667,1.76891924222222,0.325815592222222,0.177477575555556
GSM2738768,2.45457461555556,1.42392016,0.411184495555556,1.37477408666667,0.381382474444444,1.16963886888889,0.0050159955555555,2.25642429555556,0.949556648888889,1.05461146444444,0.105312054444444,1.92855099888889,1.83382155666667,0.103313263333333,0.111222808888889
GSM2738770,1.99029633,0.579143326666667,-0.0216603255555556,2.86756959,1.79975580222222,1.10096700111111,0.01368321,2.20942210777778,0.934491112222222,0.352118258888889,2.70564771777778,2.83937383555556,1.69128431888889,0.921503404444444,0.518543947777778
GSM2738771,1.98345100555556,0.155640764444444,0.0917422944444444,1.92193556111111,0.596140954444444,0.705609528888889,0.0690934777777778,2.09096764,0.960882634444444,0.433774358888889,1.01918106555556,2.02114613333333,1.46602522888889,-0.117719698888889,-0.190855835555556
GSM2738773,2.05019907,0.7983732,0.156759983333333,1.99487958222222,0.40305894,1.32008327222222,0.381953518888889,2.83726982777778,1.34890878555556,0.615202597777778,0.299233441111111,2.08760477333333,1.92677710666667,-0.0975513222222222,-0.231473945555556
GSM2738774,2.13798592444444,0.84334269,-0.0336123488888889,1.68769872222222,0.585371747777778,0.874972954444444,0.79872202,2.28521226444444,1.04805925222222,1.32135676777778,2.75245625,2.63318519111111,1.98640627222222,0.0251850866666667,-0.147043934444444
GSM2738776,2.25211070888889,1.22777089666667,0.275258848888889,1.34900588666667,0.198371472222222,1.05121645111111,-0.140745321111111,2.11842830666667,0.883171547777778,0.821797417777778,0.145662485555556,1.45440962666667,1.49064031888889,-0.0281304133333333,-0.206290597777778
GSM2738777,2.12498936666667,1.04981417,0.276862253333333,2.88445447555556,1.52723221555556,1.21424560111111,1.65673476777778,2.51308086,1.23633421555556,0.831263606666667,2.15765189333333,2.05218524,2.03077291666667,1.12022065,0.879884356666667
GSM2738778,2.34829031555556,1.27876782777778,0.765042633333333,2.42766866555556,1.32673772888889,1.15904806,0.45191467,2.53860250333333,1.13797461333333,0.636524026666667,0.840703768888889,2.36565592222222,2.04036192888889,0.480016421111111,0.169454297777778
GSM2738779,2.10800779444444,0.946992771111111,0.271299271111111,2.41583030444444,1.49243841333333,1.34318529333333,0.784981236666667,2.44537602222222,1.27639890444444,0.760581828888889,1.12874676111111,3.09324013222222,2.06777069333333,0.694956628888889,0.288717227777778
GSM2738780,2.46844671333333,1.53891135444444,0.656153897777778,1.48995839444444,0.334657453333333,1.03267882444444,-0.146239096666667,2.38748924222222,1.09740627666667,0.682488478888889,-0.0080849611111111,1.49631453555556,1.70605638,-0.0172730955555556,-0.129201933333333
GSM2738784,2.22501122777778,1.03004209,0.66929268,2.19644646333333,0.759661684444444,1.02816619111111,1.30292715888889,2.50729467666667,1.23744254777778,0.824934963333333,0.801248532222222,1.75827840666667,1.74310930111111,0.0840659144444444,-0.0220362666666667
GSM2738785,2.23209601222222,1.56757516444444,0.292454436666667,2.36351774555556,1.20658840333333,0.85080126,0.05478039,2.26308281,0.963381998888889,0.303212181111111,-0.132940401111111,1.31000504888889,1.85971420222222,0.0172709766666667,-0.121065945555556
GSM2738786,2.05824624222222,1.18149223111111,0.0803598933333333,1.23242526222222,0.26713128,1.37450218111111,0.0316650633333333,2.56771952333333,1.19070283444444,1.36552053666667,-0.0583311077777778,2.09859496111111,1.59856857222222,0.121496595555556,-0.0505047866666667
GSM2738787,2.21891684222222,1.25040353222222,0.0500144688888889,2.51784364888889,1.25201342,0.914804268888889,-0.0671848777777778,2.50522554222222,1.09976113222222,0.543443868888889,0.886509692222222,2.16623318888889,1.97053691111111,0.405325115555556,0.327442395555556
GSM2738788,1.93781756444444,1.07085012666667,0.155679864444444,2.20724470888889,0.972638208888889,1.19142733666667,1.00011731222222,2.40218538,0.891677352222222,0.623013504444444,1.17016524555556,2.47421090888889,1.88524712222222,1.05107034222222,0.949327341111111
GSM2738789,1.97887858777778,1.22069059111111,0.500661971111111,3.12168615444444,1.57642239222222,1.02650863111111,1.82140108444444,2.51529413444444,0.926744403333333,0.677236525555556,2.60871117777778,2.93558515777778,1.74637817444444,0.353572631111111,0.182166056666667
GSM2738790,2.04976111333333,0.67454422,0.348841784444444,2.37973951222222,1.24607367,1.22115152333333,0.284239801111111,2.65127686555556,1.17432935555556,0.568041221111111,2.44751973333333,3.46435032222222,1.93309819666667,0.831332355555556,0.509951604444444
GSM2738791,2.12652187111111,1.20011294222222,0.656999388888889,2.46031971333333,1.12352979222222,1.04575705666667,-0.0302708533333333,2.04429234555556,0.923506764444444,0.70899585,0.228861313333333,1.29312116333333,2.04228130888889,0.159048662222222,-0.0355666622222222
GSM2738792,2.69781122777778,1.81733504555556,0.406511195555556,1.58304623,0.313487625555556,0.664994957777778,0.296430333333333,2.22105382555556,0.83049524,0.545271127777778,0.177636056666667,1.06850452333333,1.3827887,0.0559358611111111,-0.0343842877777778
GSM2738793,2.21407745555556,1.21617348666667,0.436189425555556,1.55634046777778,0.801084865555556,1.12333492888889,-0.0391164722222222,2.30065543333333,1.04070101777778,0.855705521111111,0.69248135,1.91154127777778,1.75810066111111,0.339757112222222,0.143194196666667
GSM2738794,2.10482237222222,1.21459286,0.363172056666667,1.69558875444444,0.589212885555556,0.909940743333333,0.588944953333333,2.01446976555556,0.879275625555556,0.359591985555556,3.22319852666667,2.60539731222222,1.92713377444444,0.603440614444444,0.359896124444444
